player_level,position,pos_sorted,player_name,client_platform,player_level_display,is_guest,player_dnf,pnhl_online_game_type,team_id,team_side,opponent_club_id,opponent_team_id,opponent_score,score,rating_defense,rating_offense,rating_teamplay,toi,toi_seconds,skassists,skbs,skdeflections,skfol,skfopct,skfow,skgiveaways,skgoals,skgwg,skhits,skinterceptions,skpassattempts,skpasses,skpasspct,skpenaltiesdrawn,skpim,skpkclearzone,skplusmin,skpossession,skppg,sksaucerpasses,skshg,skshotattempts,skshotonnetpct,skshotpct,skshots,sktakeaways,glbrksavepct,glbrksaves,glbrkshots,gldsaves,glga,glgaa,glpensavepct,glpensaves,glpenshots,glpkclearzone,glpokechecks,glsavepct,glsaves,glshots,glsoperiods,points,faceoffs_total,faceoff_percentage,shots_missed,shooting_percentage,passes_missed,passing_percentage,goals_saved,save_percentage,major_penalties,minor_penalties,total_penalties,points_per_60,possession_per_minute,shot_efficiency,takeaway_giveaway_ratio,penalty_differential,defensive_actions_per_minute,offensive_impact,defensive_impact,detailed_position,position_abbreviation,game_impact_score,puck_management_rating,possession_efficiency,net_defensive_contribution,time_adjusted_rating,shot_generation_rate,offensive_zone_presence,two_way_rating,match_id,club_id,player_id,game_result,home_away
1,center,5,Curly11C,ps5,116,1,0,5,501,1,45048,500,0,3,55.0,95.0,75.0,50,3007,1,0,0,5,66.67,10,4,1,0,0,2,24,20,83.33,0,0,0,-1,233,0,0,0,2,100.0,50.0,2,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,15,66.67,0,50.0,4,83.33,,,0,0,0,2.4,4.66,50.0,0.5,0,0.04,0.08,-0.04,center,C,5.5,3.9,0.52,0,112.5,0.04,5.5,2.6,24294805730485,35362,1338437256,loss,away
15,defenseMen,2,xCOACH_19,ps5,195,1,0,5,501,1,45048,500,0,3,55.0,70.0,70.0,50,3007,1,0,0,0,0.0,0,2,0,0,2,3,30,22,73.33,1,0,0,-1,332,0,1,0,1,100.0,0.0,1,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,0.0,8,73.33,,,0,0,0,1.2,6.64,0.0,1.5,1,0.1,0.03,0.06,leftDefense,LD,6.7,5.4,0.18,4,97.5,0.02,6.7,2.6,24294805730485,35362,1714745376,loss,away
15,defenseMen,1,ItzCarter--,ps5,162,1,0,5,501,1,45048,500,0,3,55.0,65.0,75.0,50,3007,0,1,0,0,0.0,0,2,0,0,6,5,21,20,95.24,0,0,0,-1,212,0,1,0,1,100.0,0.0,1,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,0.0,1,95.24,,,0,0,0,0.0,4.24,0.0,0.5,0,0.16,0.01,0.12,rightDefense,RD,6.7,4.8,0.0,5,97.5,0.02,4.8,2.2,24294805730485,35362,1831036757,loss,away
20,goalie,0,JoPascaleQC3,xbsx,299,1,0,5,501,1,45048,500,0,3,70.0,60.0,60.0,50,3007,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,3,3.6,0.0,0,0,0,0,0.73,8,11,0,0,0,,0,,0,,8.0,72.73,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,5.6,1.7,,0,95.0,0.0,0.0,1.2,24294805730485,35362,1005117215198,loss,away
1,rightWing,3,Tyezeh,xbsx,299,0,0,5,501,1,45048,500,0,3,55.0,80.0,75.0,50,3007,2,0,0,0,0.0,0,8,0,0,4,2,18,16,88.89,0,0,0,-1,181,0,0,0,4,100.0,0.0,4,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,0.0,2,88.89,,,0,0,0,2.4,3.62,0.0,0.25,0,0.12,0.08,-0.04,rightWing,RW,3.8,3.7,0.66,-4,105.0,0.08,4.7,2.4,24294805730485,35362,1006112768038,loss,away
15,defenseMen,1,JRapx28,xbsx,109,0,0,5,501,1,29557,500,4,6,70.0,70.0,65.0,60,3600,1,0,0,0,0.0,0,4,0,0,2,6,13,10,76.92,0,0,0,3,136,0,0,0,0,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,,3,76.92,,,0,0,0,1.0,2.27,,1.0,0,0.1,0.02,0.03,rightDefense,RD,8.1,5.2,0.44,6,102.5,0.0,2.9,3.0,24238589020211,35362,172800517,win,away
22,goalie,0,iCLuTcH x BeasT,xbsx,299,0,0,5,501,1,29557,500,4,6,75.0,65.0,55.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,4,4.0,0.0,0,0,0,0,0.81,17,21,0,0,0,,0,,0,,17.0,80.95,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,8.0,1.7,,0,97.5,0.0,0.0,1.2,24238589020211,35362,218796570,win,away
2,rightWing,3,Nick_x_98,ps5,46,0,0,5,501,1,29557,500,4,6,55.0,100.0,60.0,60,3600,3,0,0,0,0.0,0,5,3,0,0,4,19,15,78.95,0,0,0,3,237,0,0,0,5,60.0,100.0,3,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,6,0,,2,100.0,4,78.95,,,0,0,0,6.0,3.95,60.0,0.8,0,0.07,0.17,-0.02,rightWing,RW,8.9,4.6,1.52,3,107.5,0.08,5.9,5.4,24238589020211,35362,898912775,win,away
2,leftWing,4,Chonzzy,ps5,241,0,0,5,501,1,29557,500,4,6,55.0,100.0,70.0,60,3600,2,0,0,0,0.0,0,16,2,0,2,2,26,19,73.08,0,0,0,3,244,0,0,0,7,100.0,28.57,7,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4,0,,0,28.57,7,73.08,,,0,0,0,4.0,4.07,28.57,0.12,0,0.07,0.16,-0.2,leftWing,LW,8.4,3.0,0.98,-12,112.5,0.12,6.8,2.6,24238589020211,35362,1653636441,win,away
1,center,5,xChxmpz--,ps5,299,0,0,5,501,1,29557,500,4,6,95.0,100.0,75.0,60,3600,4,2,0,13,40.91,9,6,1,0,3,5,19,15,78.95,1,0,0,3,143,0,1,0,2,50.0,100.0,1,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,5,22,40.91,1,100.0,4,78.95,,,0,0,0,5.0,2.38,50.0,0.5,1,0.13,0.11,0.03,center,C,7.1,4.3,2.1,4,135.0,0.03,3.7,4.8,24238589020211,35362,1765926580,win,away
15,defenseMen,2,Docteurnoxxx,xbsx,203,1,0,5,501,1,29557,500,4,6,80.0,75.0,50.0,59,3536,2,1,0,0,0.0,0,8,0,0,1,8,10,8,80.0,1,2,0,3,210,0,2,0,2,100.0,0.0,2,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,0.0,2,80.0,,,0,1,1,2.03,3.56,0.0,0.62,0,0.12,0.05,-0.02,leftDefense,LD,8.5,5.0,0.57,6,102.5,0.03,4.4,3.8,24238589020211,35362,1004803395946,win,away
15,defenseMen,2,wazabi_911,ps5,121,1,0,5,500,0,35362,501,6,4,60.0,85.0,70.0,60,3600,2,1,0,0,0.0,0,4,0,0,2,9,22,18,81.82,1,0,0,-3,279,0,0,0,5,40.0,0.0,2,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,3,0.0,4,81.82,,,0,0,0,2.0,4.65,0.0,0.75,1,0.1,0.05,0.03,leftDefense,LD,7.6,5.5,0.43,9,107.5,0.08,6.8,4.2,24238589020211,29557,191333348,loss,home
15,defenseMen,1,Rizzy l4l,xbsx,171,1,0,5,500,0,35362,501,6,4,40.0,70.0,65.0,60,3600,1,0,0,0,0.0,0,0,0,0,3,5,17,10,58.82,0,0,0,-3,90,0,0,0,1,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,,7,58.82,,,0,0,0,1.0,1.5,0.0,,0,0.12,0.02,0.12,rightDefense,RD,6.0,4.5,0.67,9,87.5,0.02,2.5,3.3,24238589020211,29557,210099282,loss,home
21,goalie,0,Smxttyy10,xbsx,89,0,0,5,500,0,35362,501,6,4,70.0,65.0,40.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,1,1,6,6.0,0.0,0,0,0,0,0.67,12,18,0,0,0,,0,,0,,12.0,66.67,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,4.2,1.7,,0,87.5,0.0,0.0,1.2,24238589020211,29557,242052878,loss,home
1,rightWing,3,Stenbxrg,xbsx,97,1,0,5,500,0,35362,501,6,4,55.0,90.0,55.0,58,3481,1,0,1,1,0.0,0,14,1,0,2,7,24,18,75.0,0,2,0,-4,387,1,0,0,8,62.5,20.0,5,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,1,0.0,3,20.0,6,75.0,,,0,1,1,2.07,6.67,12.5,0.14,-1,0.07,0.09,-0.17,rightWing,RW,5.0,3.9,0.31,-5,100.0,0.14,7.8,2.5,24238589020211,29557,1863512757,loss,home
2,leftWing,4,Rodent_Lush7I7,ps5,299,1,0,5,500,0,35362,501,6,4,45.0,100.0,55.0,60,3600,0,0,0,0,0.0,0,12,3,0,1,5,25,16,64.0,0,0,0,-3,322,0,0,1,7,100.0,42.86,7,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,0,,0,42.86,9,64.0,,,0,0,0,3.0,5.37,42.86,0.17,0,0.05,0.16,-0.15,leftWing,LW,8.9,3.2,0.56,-5,100.0,0.12,7.7,3.1,24238589020211,29557,1004299823705,loss,home
1,center,5,Rob1nski,xbsx,115,0,1,5,500,0,35362,501,6,4,65.0,85.0,90.0,60,3600,2,0,0,8,61.9,13,11,0,0,10,2,14,8,57.14,0,2,0,-3,180,0,0,0,3,66.67,0.0,2,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,21,61.9,1,0.0,6,57.14,,,0,1,1,2.0,3.0,0.0,0.18,-1,0.2,0.05,0.02,center,C,4.1,2.5,0.67,-7,120.0,0.05,4.3,1.8,24238589020211,29557,1005350039880,loss,home
6,leftWing,4,Nicky Moose 69,xbsx,214,1,0,5,500,0,131929,501,5,4,65.0,100.0,85.0,60,3600,2,0,0,0,0.0,0,9,2,0,6,8,21,13,61.9,0,0,0,-3,192,1,0,0,7,71.43,40.0,5,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4,0,,2,40.0,8,61.9,,,0,0,0,4.0,3.2,28.57,0.56,0,0.18,0.14,0.03,leftWing,LW,8.6,4.3,1.25,4,125.0,0.12,5.7,4.9,23980420300359,147082,278917333,loss,home
1,center,5,Antmxxn,ps5,222,1,0,5,500,0,131929,501,5,4,95.0,70.0,85.0,60,3600,1,1,0,9,55.0,11,6,0,0,2,12,21,18,85.71,1,0,0,-3,190,0,0,0,2,100.0,0.0,2,8,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,20,55.0,0,0.0,3,85.71,,,0,0,0,1.0,3.17,0.0,1.33,1,0.18,0.03,0.08,center,C,5.6,6.7,0.32,15,125.0,0.03,4.6,4.8,23980420300359,147082,1408135043,loss,home
15,defenseMen,1,Pxtlick,ps5,39,1,0,5,500,0,131929,501,5,4,60.0,80.0,65.0,60,3600,2,0,0,0,0.0,0,10,0,0,1,7,17,13,76.47,0,0,0,-3,196,0,1,0,3,33.33,0.0,1,7,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,2,0.0,4,76.47,,,0,0,0,2.0,3.27,0.0,0.7,0,0.13,0.04,-0.03,rightDefense,RD,6.5,4.9,0.61,4,102.5,0.05,4.7,3.6,23980420300359,147082,1719294631,loss,home
15,defenseMen,2,Gwanzie,ps5,71,1,0,5,500,0,131929,501,5,4,65.0,70.0,60.0,60,3600,1,0,0,0,0.0,0,11,0,0,3,9,23,15,65.22,0,0,1,-3,251,0,1,0,1,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,,8,65.22,,,0,0,0,1.0,4.18,0.0,0.36,0,0.12,0.02,-0.07,leftDefense,LD,6.2,4.3,0.24,2,97.5,0.02,5.5,2.5,23980420300359,147082,1823338029,loss,home
6,rightWing,3,kaner23-,ps5,70,0,0,5,500,0,131929,501,5,4,50.0,100.0,60.0,56,3361,2,0,0,0,0.0,0,6,2,0,7,3,12,8,66.67,1,4,0,-3,229,1,1,0,6,66.67,50.0,4,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4,0,,2,50.0,4,66.67,,,0,2,2,4.29,4.09,33.33,0.5,-1,0.18,0.14,0.07,rightWing,RW,8.8,3.6,1.05,0,105.0,0.11,5.6,4.0,23980420300359,147082,1847429110,loss,home
21,goalie,0,Armxyyy,xbsx,299,1,0,5,500,0,131929,501,5,4,80.0,40.0,55.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,5,5.0,0.0,0,0,0,0,0.62,8,13,0,0,0,,0,,0,,8.0,61.54,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,3.2,1.7,,0,87.5,0.0,0.0,1.2,23980420300359,147082,1008366371414,loss,home
15,defenseMen,1,Orr I4l,xbsx,186,1,0,5,501,1,147082,500,4,5,80.0,90.0,55.0,60,3600,3,1,0,0,0.0,0,12,0,0,1,5,24,22,91.67,1,0,0,3,239,0,1,0,1,100.0,0.0,1,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,0,,0,0.0,2,91.67,,,0,0,0,3.0,3.98,0.0,0.42,1,0.12,0.06,-0.08,rightDefense,RD,8.7,4.6,0.75,-1,112.5,0.02,5.4,3.3,23980420300359,131929,314702566,win,away
21,goalie,0,Poum92,ps5,299,1,0,5,501,1,147082,500,4,5,70.0,65.0,45.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,1,1,4,4.0,0.0,0,0,0,0,0.71,10,14,0,0,0,,0,,0,,10.0,71.43,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,5.3,1.7,,0,90.0,0.0,0.0,1.2,23980420300359,131929,374376801,win,away
15,defenseMen,2,Paquxtte,ps5,74,0,0,5,501,1,147082,500,4,5,70.0,80.0,40.0,60,3580,1,0,0,0,0.0,0,8,1,0,2,12,22,18,81.82,0,2,0,3,347,0,1,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,,4,81.82,,,0,1,1,2.0,5.78,,0.25,-1,0.07,0.05,-0.07,leftDefense,LD,8.8,4.8,0.35,6,95.0,0.0,6.1,3.4,23980420300359,131929,1738934286,win,away
1,center,5,notusc-,ps5,146,1,0,5,501,1,147082,500,4,5,70.0,100.0,90.0,60,3600,0,0,0,11,45.0,9,25,3,0,9,2,15,11,73.33,1,0,0,3,347,0,0,0,6,83.33,60.0,5,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,20,45.0,1,60.0,4,73.33,,,0,0,0,3.0,5.78,50.0,0.08,1,0.18,0.14,-0.23,center,C,5.7,2.9,0.52,-21,130.0,0.1,7.0,0.9,23980420300359,131929,1004667025344,win,away
1,leftWing,4,Richzii,xbsx,73,0,0,5,501,1,147082,500,4,5,65.0,85.0,55.0,59,3521,1,0,0,0,0.0,0,11,1,1,6,6,18,12,66.67,0,2,0,3,221,0,1,0,2,100.0,50.0,2,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,50.0,6,66.67,,,0,1,1,2.03,3.75,50.0,0.0,-1,0.1,0.07,-0.08,leftWing,LW,5.6,3.2,0.54,-5,102.5,0.03,5.0,2.0,23980420300359,131929,1006486131051,win,away
1,rightWing,3,Turgzi,ps5,9,0,0,5,501,1,147082,500,4,5,70.0,70.0,75.0,60,3600,1,0,0,0,0.0,0,11,0,0,5,5,21,13,61.9,0,0,0,3,201,0,0,0,3,66.67,0.0,2,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,0.0,8,61.9,,,0,0,0,1.0,3.35,0.0,0.27,0,0.13,0.03,-0.05,rightWing,RW,4.4,3.4,0.3,-3,107.5,0.05,5.0,2.0,23980420300359,131929,1009483294438,win,away
15,defenseMen,1,KL12Mack,ps5,299,1,0,5,501,1,734,500,3,0,80.0,60.0,60.0,51,3085,0,0,0,0,0.0,0,7,0,0,0,10,19,12,63.16,0,0,0,-1,136,0,0,0,0,0.0,0.0,0,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,7,63.16,,,0,0,0,0.0,2.67,,0.71,0,0.1,0.0,-0.04,rightDefense,RD,6.6,5.0,0.0,8,100.0,0.0,3.2,2.9,23972259640058,147082,1556509770,loss,away
2,rightWing,3,kaner23-,ps5,69,0,0,5,501,1,734,500,3,0,75.0,65.0,70.0,51,3085,0,0,0,0,0.0,0,6,0,0,7,6,16,10,62.5,1,0,0,-1,277,0,0,0,2,100.0,0.0,2,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,0.0,6,62.5,,,0,0,0,0.0,5.43,0.0,0.67,1,0.22,0.02,0.1,rightWing,RW,3.5,4.2,0.0,4,105.0,0.04,5.8,2.4,23972259640058,147082,1847429110,loss,away
15,leftWing,4,BBoivin,xbsx,86,1,1,5,501,1,734,500,3,0,70.0,60.0,65.0,51,3066,0,0,0,0,0.0,0,5,0,0,3,5,16,14,87.5,0,0,0,0,209,0,1,0,4,50.0,0.0,2,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,2,0.0,2,87.5,,,0,0,0,0.0,4.1,0.0,1.0,0,0.16,0.02,0.06,leftWing,LW,3.1,5.4,0.0,5,97.5,0.08,5.1,2.6,23972259640058,147082,1853441786,loss,away
1,center,5,Hxisk,xbsx,299,1,0,5,501,1,734,500,3,0,75.0,60.0,70.0,51,3085,0,0,0,3,66.67,6,14,0,0,2,1,21,13,61.9,1,0,0,-1,294,0,0,0,3,66.67,0.0,2,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,9,66.67,1,0.0,8,61.9,,,0,0,0,0.0,5.76,0.0,0.0,1,0.04,0.02,-0.24,center,C,2.9,2.2,0.0,-13,102.5,0.06,6.6,-0.1,23972259640058,147082,1979404382,loss,away
22,goalie,0,letaang,ps5,139,1,1,5,501,1,734,500,3,0,60.0,50.0,55.0,51,3085,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1.18,0.0,0,0,0,0,0.67,2,3,0,0,0,,0,,0,,2.0,66.67,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,5.0,1.7,,0,82.5,0.0,0.0,1.2,23972259640058,147082,1006317445317,loss,away
15,defenseMen,2,bxuerrr,ps5,174,1,0,5,501,1,734,500,3,0,80.0,60.0,75.0,51,3085,0,1,0,0,0.0,0,6,0,0,7,3,19,14,73.68,0,0,0,-1,188,0,0,0,1,0.0,0.0,0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,1,,5,73.68,,,0,0,0,0.0,3.69,0.0,0.5,0,0.22,0.0,0.1,leftDefense,LD,6.1,3.8,0.0,1,107.5,0.02,4.3,1.8,23972259640058,147082,1006381152003,loss,away
15,defenseMen,1,Pxtlick,ps5,39,1,0,5,500,0,147082,501,0,3,85.0,65.0,55.0,51,3085,0,2,0,0,0.0,0,15,1,0,6,10,19,9,47.37,0,0,0,1,284,0,0,1,2,50.0,100.0,1,6,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,100.0,10,47.37,,,0,0,0,1.18,5.57,50.0,0.4,0,0.27,0.05,-0.02,rightDefense,RD,8.0,3.9,0.21,3,102.5,0.04,6.1,3.1,23972259640058,734,1719294631,loss,home
2,leftWing,4,Segskyyy,ps5,160,1,0,5,500,0,147082,501,0,3,65.0,50.0,25.0,49,2947,0,0,0,0,0.0,0,4,0,0,0,0,10,5,50.0,0,4,0,0,144,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,5,50.0,,,0,2,2,0.0,2.94,,0.0,-2,0.0,0.0,-0.08,leftWing,LW,1.7,1.7,0.0,-4,70.0,0.0,2.9,0.8,23972259640058,734,1724367658,loss,home
15,defenseMen,2,Brxckzii,xbsx,299,0,0,5,500,0,147082,501,0,3,100.0,70.0,70.0,51,3085,1,1,0,0,0.0,0,8,0,0,4,9,18,12,66.67,0,0,1,1,235,0,1,0,1,0.0,0.0,0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,,6,66.67,,,0,0,0,1.18,4.61,0.0,0.38,0,0.16,0.02,0.0,leftDefense,LD,8.6,4.3,0.26,5,120.0,0.02,5.0,2.9,23972259640058,734,1003741988290,loss,home
21,goalie,0,xquzyrox88,ps5,84,1,0,5,500,0,147082,501,0,3,75.0,65.0,55.0,51,3085,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1.0,7,7,0,0,0,,0,,0,,7.0,100.0,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,9.5,1.7,,0,97.5,0.0,0.0,1.2,23972259640058,734,1005381690933,loss,home
1,center,5,Richzii,xbsx,73,1,0,5,500,0,147082,501,0,3,90.0,60.0,75.0,51,3085,0,0,1,6,33.33,3,8,0,0,8,6,18,13,72.22,0,0,0,1,232,0,0,0,0,0.0,0.0,1,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,9,33.33,0,0.0,5,72.22,,,0,0,0,0.0,4.55,,0.25,0,0.2,0.01,0.04,center,C,4.5,3.8,0.0,0,112.5,0.0,4.8,1.6,23972259640058,734,1006486131051,loss,home
6,rightWing,3,Nylxnderr,xbsx,30,1,0,5,500,0,147082,501,0,3,60.0,50.0,45.0,51,3085,0,0,0,0,0.0,0,7,0,0,2,2,4,3,75.0,0,0,0,1,87,0,0,0,2,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,2,,1,75.0,,,0,0,0,0.0,1.71,0.0,0.0,0,0.04,0.0,-0.1,rightWing,RW,2.0,2.8,0.0,-5,77.5,0.04,2.0,0.7,23972259640058,734,1008623568859,loss,home
1,center,5,KL12Mack,ps5,299,1,0,5,500,0,147082,501,0,3,50.0,50.0,50.0,4,219,0,0,0,0,100.0,1,0,0,0,0,0,1,1,100.0,0,0,0,-1,22,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,1,100.0,0,,0,100.0,,,0,0,0,0.0,5.5,,,0,0.0,0.0,0.0,center,C,3.9,5.0,0.0,0,25.0,0.0,0.4,1.2,23972125290302,734,1556509770,loss,home
2,leftWing,4,Segskyyy,ps5,160,1,0,5,500,0,147082,501,0,3,45.0,50.0,50.0,4,219,0,0,0,0,0.0,0,0,0,0,0,0,1,1,100.0,0,0,0,-1,14,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,100.0,,,0,0,0,0.0,3.5,,,0,0.0,0.0,0.0,leftWing,LW,1.7,5.0,0.0,0,24.2,0.0,0.3,1.2,23972125290302,734,1724367658,loss,home
15,defenseMen,1,Verret_97,ps5,299,1,0,5,500,0,147082,501,0,3,50.0,50.0,50.0,4,219,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,,,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,rightDefense,RD,4.6,1.7,,0,25.0,0.0,0.0,1.2,23972125290302,734,1829582869,loss,home
15,defenseMen,2,Brxckzii,xbsx,299,0,0,5,500,0,147082,501,0,3,50.0,50.0,50.0,4,219,0,0,0,0,0.0,0,0,0,0,0,0,1,1,100.0,0,0,0,-1,23,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,100.0,,,0,0,0,0.0,5.75,,,0,0.0,0.0,0.0,leftDefense,LD,5.3,5.0,0.0,0,25.0,0.0,0.4,1.2,23972125290302,734,1003741988290,loss,home
21,goalie,0,xquzyrox88,ps5,84,1,0,5,500,0,147082,501,0,3,50.0,55.0,50.0,4,219,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,15.0,0.0,0,0,0,0,0.0,0,1,0,0,0,,0,,0,,0.0,0.0,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,3.5,1.7,,0,25.8,0.0,0.0,1.2,23972125290302,734,1005381690933,loss,home
6,rightWing,3,Nylxnderr,xbsx,30,1,0,5,500,0,147082,501,0,3,45.0,50.0,50.0,4,219,0,0,0,0,0.0,0,2,0,0,0,0,1,0,0.0,0,0,0,-1,24,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,1,0.0,,,0,0,0,0.0,6.0,,0.0,0,0.0,0.0,-0.5,rightWing,RW,2.0,0.0,0.0,-2,24.2,0.0,0.5,1.0,23972125290302,734,1008623568859,loss,home
15,defenseMen,1,Gerskyyy,xbsx,299,1,0,5,501,1,734,500,3,0,55.0,50.0,55.0,4,219,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,0,,,,0,0,0,0.0,0.0,,,0,0.25,0.0,0.25,rightDefense,RD,5.2,1.7,,0,26.7,0.0,0.0,1.2,23972125290302,147082,1715222486,loss,away
2,rightWing,3,kaner23-,ps5,69,0,0,5,501,1,734,500,3,0,55.0,70.0,55.0,4,219,0,0,0,0,0.0,0,0,1,0,2,1,1,1,100.0,0,0,0,1,20,0,0,0,1,100.0,100.0,1,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,100.0,0,100.0,,,0,0,0,15.0,5.0,100.0,,0,0.75,0.62,0.75,rightWing,RW,8.8,5.2,3.0,2,30.0,0.27,0.6,2.2,23972125290302,147082,1847429110,loss,away
15,leftWing,4,BBoivin,xbsx,86,1,0,5,501,1,734,500,3,0,50.0,60.0,50.0,4,219,1,0,0,0,0.0,0,0,0,0,0,0,3,3,100.0,0,0,0,1,33,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,,0,100.0,,,0,0,0,15.0,8.25,,,0,0.0,0.25,0.0,leftWing,LW,6.8,5.0,1.82,0,26.7,0.0,0.7,1.8,23972125290302,147082,1853441786,loss,away
