player_level,position,pos_sorted,player_name,client_platform,player_level_display,is_guest,player_dnf,pnhl_online_game_type,team_id,team_side,opponent_club_id,opponent_team_id,opponent_score,score,rating_defense,rating_offense,rating_teamplay,toi,toi_seconds,skassists,skbs,skdeflections,skfol,skfopct,skfow,skgiveaways,skgoals,skgwg,skhits,skinterceptions,skpassattempts,skpasses,skpasspct,skpenaltiesdrawn,skpim,skpkclearzone,skplusmin,skpossession,skppg,sksaucerpasses,skshg,skshotattempts,skshotonnetpct,skshotpct,skshots,sktakeaways,glbrksavepct,glbrksaves,glbrkshots,gldsaves,glga,glgaa,glpensavepct,glpensaves,glpenshots,glpkclearzone,glpokechecks,glsavepct,glsaves,glshots,glsoperiods,points,faceoffs_total,faceoff_percentage,shots_missed,shooting_percentage,passes_missed,passing_percentage,goals_saved,save_percentage,major_penalties,minor_penalties,total_penalties,points_per_60,possession_per_minute,shot_efficiency,takeaway_giveaway_ratio,penalty_differential,defensive_actions_per_minute,offensive_impact,defensive_impact,detailed_position,position_abbreviation,game_impact_score,puck_management_rating,possession_efficiency,net_defensive_contribution,time_adjusted_rating,shot_generation_rate,offensive_zone_presence,two_way_rating,match_id,club_id,player_id,game_result,home_away
1,rightWing,3,PureRippin,xbsx,154,0,0,5,500,0,1246,501,3,4,50.0,60.0,65.0,60,3600,0,0,0,0,0.0,0,15,0,0,4,1,15,7,46.67,1,0,0,0,203,0,1,0,4,75.0,0.0,3,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,1,0.0,8,46.67,,,0,0,0,0.0,3.38,0.0,0.07,1,0.08,0.03,-0.17,rightWing,RW,2.2,1.8,0.0,-13,87.5,0.07,4.9,0.1,24298898450478,20042,171449606,win,home
15,defenseMen,1,elsileD,xbsx,8,0,0,5,500,0,1246,501,3,4,55.0,100.0,70.0,60,3600,2,0,0,0,0.0,0,5,1,0,2,4,26,22,84.62,1,0,0,0,204,0,0,0,6,50.0,33.33,3,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,0,,3,33.33,4,84.62,,,0,0,0,3.0,3.4,16.67,0.2,1,0.05,0.09,-0.03,rightDefense,RD,7.5,3.8,0.88,0,112.5,0.1,5.9,3.3,24298898450478,20042,257817071,win,home
1,center,5,Dangs92,xbsx,42,1,0,5,500,0,1246,501,3,4,85.0,100.0,90.0,60,3600,3,0,0,10,60.0,15,7,1,0,3,4,18,16,88.89,0,0,0,0,255,0,0,0,2,50.0,100.0,1,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4,25,60.0,1,100.0,2,88.89,,,0,0,0,4.0,4.25,50.0,0.43,0,0.1,0.09,-0.02,center,C,7.1,4.3,0.94,0,137.5,0.03,5.5,3.7,24298898450478,20042,320835709,win,home
6,leftWing,4,Styx1x1787,xbsx,33,1,0,5,500,0,1246,501,3,4,65.0,100.0,65.0,60,3600,2,0,0,0,0.0,0,10,1,0,3,4,20,18,90.0,0,0,0,0,247,1,0,0,11,90.91,10.0,10,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,0,,1,10.0,2,90.0,,,0,0,0,3.0,4.12,9.09,0.2,0,0.08,0.15,-0.08,leftWing,LW,8.5,4.0,0.73,-4,115.0,0.18,7.3,3.5,24298898450478,20042,982111268,win,home
15,defenseMen,2,Cavy l53l,xbsx,81,1,0,5,500,0,1246,501,3,4,85.0,95.0,65.0,60,3600,1,2,0,0,0.0,0,0,1,1,1,5,23,19,82.61,0,0,0,0,159,0,1,0,4,75.0,33.33,3,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,1,33.33,4,82.61,,,0,0,0,2.0,2.65,25.0,,0,0.1,0.07,0.1,leftDefense,LD,8.5,5.3,0.75,10,122.5,0.07,4.6,4.3,24298898450478,20042,1006227348646,win,home
21,goalie,0,Herringthefish,xbsx,110,1,0,5,500,0,1246,501,3,4,80.0,55.0,60.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,3,3.0,0.0,0,0,0,0,0.7,7,10,0,0,0,,0,,0,,7.0,70.0,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,5.0,1.7,,0,97.5,0.0,0.0,1.2,24298898450478,20042,1007391538882,win,home
6,rightWing,3,AyeKeeks,ps5,3,1,0,5,501,1,20042,500,4,3,55.0,75.0,45.0,60,3585,2,0,0,0,0.0,0,14,0,0,6,3,24,15,62.5,0,2,0,0,408,0,0,0,1,0.0,0.0,0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,1,,9,62.5,,,0,1,1,2.0,6.8,0.0,0.14,-1,0.13,0.03,-0.1,rightWing,RW,4.7,2.8,0.29,-9,87.5,0.02,6.4,1.4,24298898450478,1246,219333731,loss,away
15,defenseMen,1,xMIMICm,xbsx,259,0,0,5,501,1,20042,500,4,3,70.0,70.0,65.0,60,3600,1,2,0,0,0.0,0,4,0,0,1,8,20,18,90.0,0,0,0,0,217,0,2,0,1,0.0,0.0,0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,,2,90.0,,,0,0,0,1.0,3.62,0.0,0.5,0,0.08,0.02,0.02,rightDefense,RD,7.9,5.2,0.28,8,102.5,0.02,4.8,3.2,24298898450478,1246,288572961,loss,away
6,leftWing,4,John Bri I 7 I,xbsx,112,1,0,5,501,1,20042,500,4,3,55.0,85.0,45.0,58,3480,0,0,0,0,0.0,0,2,2,0,3,2,14,11,78.57,0,2,0,0,187,0,0,0,3,100.0,66.67,3,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,66.67,3,78.57,,,0,1,1,2.07,3.22,66.67,1.0,-1,0.09,0.09,0.05,leftWing,LW,7.8,4.6,0.64,2,92.5,0.05,4.4,3.0,24298898450478,1246,348805280,loss,away
1,center,5,justlax10,xbsx,137,1,0,5,501,1,20042,500,4,3,75.0,100.0,45.0,60,3600,2,2,2,15,40.0,10,5,1,0,1,2,17,15,88.24,0,0,0,0,222,0,0,0,1,300.0,33.33,3,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,25,40.0,0,33.33,2,88.24,,,0,0,0,3.0,3.7,100.0,0.2,0,0.07,0.09,-0.02,center,C,6.6,3.6,0.81,0,110.0,0.02,4.8,3.2,24298898450478,1246,1696789810,loss,away
15,defenseMen,2,lI-TopG-Il,ps5,293,1,0,5,501,1,20042,500,4,3,90.0,65.0,60.0,60,3600,0,2,0,0,0.0,0,3,0,0,4,9,18,9,50.0,0,0,0,0,256,0,1,0,5,40.0,0.0,2,6,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,3,0.0,9,50.0,,,0,0,0,0.0,4.27,0.0,2.0,0,0.2,0.02,0.15,leftDefense,LD,7.7,6.5,0.0,14,107.5,0.08,6.2,4.1,24298898450478,1246,1739804422,loss,away
21,goalie,0,mooner2019,ps5,299,0,0,5,501,1,20042,500,4,3,80.0,75.0,45.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,4,4.0,0.0,0,0,0,0,0.8,16,20,0,0,0,,0,,0,,16.0,80.0,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,7.8,1.7,,0,100.0,0.0,0.0,1.2,24298898450478,1246,1004917310097,loss,away
1,center,5,PureRippin,xbsx,154,0,0,5,501,1,657,500,5,1,80.0,70.0,85.0,60,3600,0,1,0,11,54.17,13,9,0,0,5,2,17,11,64.71,0,0,0,-4,252,0,0,0,4,50.0,0.0,2,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,24,54.17,2,0.0,6,64.71,,,0,0,0,0.0,4.2,0.0,0.11,0,0.12,0.02,-0.03,center,C,3.5,2.7,0.0,-5,117.5,0.07,5.9,1.1,24300505850346,20042,171449606,loss,away
15,defenseMen,1,elsileD,xbsx,8,0,0,5,501,1,657,500,5,1,55.0,65.0,65.0,60,3600,0,1,0,0,0.0,0,8,0,0,0,10,24,21,87.5,1,0,0,-4,231,0,0,0,1,100.0,0.0,1,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,0.0,3,87.5,,,0,0,0,0.0,3.85,0.0,0.5,1,0.08,0.01,-0.05,rightDefense,RD,6.8,5.4,0.0,7,92.5,0.02,5.2,2.8,24300505850346,20042,257817071,loss,away
2,rightWing,3,Dangs92,xbsx,42,1,0,5,501,1,657,500,5,1,45.0,80.0,60.0,60,3600,0,0,0,0,0.0,0,15,1,0,2,2,25,14,56.0,0,0,0,-4,262,0,0,0,4,100.0,25.0,4,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,25.0,11,56.0,,,0,0,0,1.0,4.37,25.0,0.0,0,0.03,0.07,-0.22,rightWing,RW,2.5,2.2,0.23,-13,92.5,0.07,6.4,0.6,24300505850346,20042,320835709,loss,away
6,leftWing,4,Styx1x1787,xbsx,33,1,0,5,501,1,657,500,5,1,55.0,65.0,75.0,60,3600,1,0,0,0,0.0,0,10,0,0,3,6,17,13,76.47,1,0,0,-4,212,0,0,0,7,71.43,0.0,5,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,2,0.0,4,76.47,,,0,0,0,1.0,3.53,0.0,0.5,1,0.13,0.06,-0.03,leftWing,LW,3.1,4.4,0.28,1,97.5,0.12,5.8,3.0,24300505850346,20042,982111268,loss,away
15,defenseMen,2,Cavy l53l,xbsx,81,1,0,5,501,1,657,500,5,1,70.0,70.0,60.0,60,3600,1,0,0,0,0.0,0,3,0,0,1,6,19,15,78.95,0,0,0,-4,134,0,0,0,0,0.0,0.0,0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,,4,78.95,,,0,0,0,1.0,2.23,,1.0,0,0.07,0.02,0.02,leftDefense,LD,7.2,5.3,0.45,6,100.0,0.0,3.2,2.9,24300505850346,20042,1006227348646,loss,away
21,goalie,0,Herringthefish,xbsx,110,1,0,5,501,1,657,500,5,1,80.0,60.0,35.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,5,5.0,0.0,0,0,0,0,0.74,14,19,0,0,0,,0,,0,,14.0,73.68,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,5.5,1.7,,0,87.5,0.0,0.0,1.2,24300505850346,20042,1007391538882,loss,away
1,center,5,Arctic Blur,xbsx,28,1,0,5,500,0,20042,501,1,5,85.0,85.0,55.0,58,3481,2,0,0,12,47.83,11,3,0,0,0,5,19,14,73.68,0,2,0,4,207,0,2,0,5,60.0,0.0,3,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,23,47.83,2,0.0,5,73.68,,,0,1,1,2.07,3.57,0.0,1.0,-1,0.05,0.06,0.0,center,C,6.4,5.0,0.58,5,112.5,0.09,5.4,3.6,24300505850346,657,175590954,win,home
6,rightWing,3,BLong67-,ps5,299,1,0,5,500,0,20042,501,1,5,65.0,100.0,70.0,60,3600,0,0,0,1,0.0,0,16,3,0,6,4,26,18,69.23,0,0,0,4,430,0,0,0,8,62.5,60.0,5,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,1,0.0,3,60.0,8,69.23,,,0,0,0,3.0,7.17,37.5,0.25,0,0.17,0.14,-0.1,rightWing,RW,10.0,3.4,0.42,-8,117.5,0.13,7.9,2.7,24300505850346,657,289617899,win,home
21,goalie,0,Bsavage28,ps5,127,0,0,5,500,0,20042,501,1,5,70.0,75.0,55.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1.0,0.0,0,0,0,0,0.92,12,13,0,0,0,,0,,0,,12.0,92.31,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,9.2,1.7,,0,100.0,0.0,0.0,1.2,24300505850346,657,1128544139,win,home
15,defenseMen,2,Nxuf,xbsx,83,1,0,5,500,0,20042,501,1,5,90.0,75.0,50.0,58,3481,2,1,0,0,0.0,0,4,0,0,1,6,11,8,72.73,0,2,0,4,125,0,0,0,2,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,2,,3,72.73,,,0,1,1,2.07,2.16,0.0,1.0,-1,0.1,0.03,0.03,leftDefense,LD,8.4,5.1,0.96,7,107.5,0.03,3.0,3.7,24300505850346,657,1311513418,win,home
15,defenseMen,1,Kjnger,xbsx,48,0,0,5,500,0,20042,501,1,5,100.0,85.0,65.0,60,3600,2,2,0,0,0.0,0,10,0,0,1,10,24,20,83.33,0,0,0,4,284,0,4,0,1,100.0,0.0,1,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,0.0,4,83.33,,,0,0,0,2.0,4.73,0.0,0.3,0,0.1,0.04,-0.07,rightDefense,RD,9.4,4.9,0.42,5,125.0,0.02,6.1,3.5,24300505850346,657,1718477402,win,home
1,leftWing,4,King Kapanen,xbsx,244,0,0,5,500,0,20042,501,1,5,70.0,100.0,75.0,60,3600,1,0,2,0,0.0,0,4,2,1,7,4,13,9,69.23,0,0,0,4,174,0,0,0,6,116.67,28.57,7,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,0,,0,28.57,4,69.23,,,0,0,0,3.0,2.9,33.33,0.75,0,0.17,0.14,0.1,leftWing,LW,9.3,4.2,1.03,3,122.5,0.1,4.8,4.1,24300505850346,657,1961098328,win,home
1,center,5,PureRippin,xbsx,154,0,0,5,500,0,14997,501,5,1,100.0,75.0,85.0,60,3600,0,0,1,15,51.61,16,8,1,0,5,9,20,15,75.0,0,0,0,-3,202,0,0,0,3,100.0,33.33,3,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,31,51.61,0,33.33,5,75.0,,,0,0,0,1.0,3.37,33.33,0.38,0,0.13,0.06,0.0,center,C,5.4,4.6,0.3,4,130.0,0.05,5.0,3.0,24298138960136,20042,171449606,loss,home
15,defenseMen,1,elsileD,xbsx,8,0,0,5,500,0,14997,501,5,1,85.0,60.0,60.0,60,3600,0,0,0,0,0.0,0,18,0,0,0,6,22,15,68.18,0,0,0,-3,239,0,0,0,3,66.67,0.0,2,6,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,1,0.0,7,68.18,,,0,0,0,0.0,3.98,0.0,0.33,0,0.1,0.02,-0.2,rightDefense,RD,5.0,3.8,0.0,-6,102.5,0.05,5.7,1.3,24298138960136,20042,257817071,loss,home
1,rightWing,3,Dangs92,xbsx,42,1,0,5,500,0,14997,501,5,1,45.0,65.0,65.0,58,3481,0,0,0,0,0.0,0,12,0,0,5,2,26,20,76.92,1,2,0,-3,247,0,0,0,2,50.0,0.0,1,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,1,0.0,6,76.92,,,0,1,1,0.0,4.26,0.0,0.17,0,0.12,0.01,-0.09,rightWing,RW,2.5,3.2,0.0,-8,87.5,0.03,5.8,0.6,24298138960136,20042,320835709,loss,home
6,leftWing,4,Styx1x1787,xbsx,33,1,0,5,500,0,14997,501,5,1,50.0,70.0,40.0,57,3439,1,0,0,0,0.0,0,8,0,0,6,5,20,12,60.0,0,4,0,-3,155,0,0,0,2,50.0,0.0,1,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,1,0.0,8,60.0,,,0,2,2,1.05,2.72,0.0,0.12,-2,0.12,0.03,-0.02,leftWing,LW,3.0,3.0,0.39,-2,80.0,0.03,4.0,1.8,24298138960136,20042,982111268,loss,home
15,defenseMen,2,Cavy l53l,xbsx,81,1,0,5,500,0,14997,501,5,1,80.0,60.0,65.0,60,3600,0,2,0,0,0.0,0,6,0,0,1,2,23,16,69.57,1,0,0,-3,146,0,0,0,2,50.0,0.0,1,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,1,0.0,7,69.57,,,0,0,0,0.0,2.43,0.0,0.33,1,0.08,0.01,-0.02,leftDefense,LD,5.5,3.2,0.0,0,102.5,0.03,4.0,1.7,24298138960136,20042,1006227348646,loss,home
21,goalie,0,Herringthefish,xbsx,110,1,0,5,500,0,14997,501,5,1,80.0,70.0,45.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,1,5,5.0,0.0,0,0,0,0,0.77,17,22,0,0,0,,0,,0,,17.0,77.27,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,6.9,1.7,,0,97.5,0.0,0.0,1.2,24298138960136,20042,1007391538882,loss,home
6,leftWing,4,Nicky Moose 69,xbsx,215,1,0,5,501,1,20042,500,1,5,75.0,90.0,85.0,60,3600,1,0,0,0,0.0,0,8,1,0,8,4,17,14,82.35,0,0,0,3,211,0,0,0,6,83.33,20.0,5,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,1,20.0,3,82.35,,,0,0,0,2.0,3.52,16.67,0.25,0,0.17,0.09,0.03,leftWing,LW,5.8,3.8,0.57,-2,125.0,0.1,5.6,2.8,24298138960136,14997,278917333,win,away
15,defenseMen,1,BRIEREx,xbsx,79,0,0,5,501,1,20042,500,1,5,80.0,90.0,70.0,60,3600,1,0,0,0,0.0,0,4,1,0,3,3,16,12,75.0,0,0,0,3,139,0,0,0,4,50.0,50.0,2,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,2,50.0,4,75.0,,,0,0,0,2.0,2.32,25.0,0.75,0,0.1,0.07,0.03,rightDefense,RD,7.7,4.2,0.86,2,120.0,0.07,3.9,3.0,24298138960136,14997,781174214,win,away
2,rightWing,3,Hullzeh,xbsx,115,0,0,5,501,1,20042,500,1,5,75.0,100.0,80.0,60,3600,3,0,0,1,0.0,0,12,1,0,5,7,18,12,66.67,2,0,0,3,415,0,0,0,8,62.5,20.0,5,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4,1,0.0,3,20.0,6,66.67,,,0,0,0,4.0,6.92,12.5,0.33,2,0.15,0.12,-0.05,rightWing,RW,9.4,3.9,0.58,-1,127.5,0.13,7.5,4.2,24298138960136,14997,1711188176,win,away
1,center,5,Sitful,xbsx,299,1,0,5,501,1,20042,500,1,5,85.0,100.0,80.0,60,3598,2,3,1,15,50.0,15,12,2,0,1,12,37,27,72.97,1,2,0,3,327,1,2,0,3,133.33,50.0,4,5,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4,30,50.0,0,50.0,10,72.97,,,0,1,1,4.0,5.45,66.67,0.42,0,0.15,0.13,-0.05,center,C,8.1,4.8,0.73,8,132.5,0.05,7.5,5.4,24298138960136,14997,1713904858,win,away
15,defenseMen,2,RaphThunder,xbsx,299,1,0,5,501,1,20042,500,1,5,85.0,70.0,60.0,58,3481,1,0,0,0,0.0,0,2,0,0,3,8,17,15,88.24,0,2,0,3,187,0,0,0,0,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,,2,88.24,,,0,1,1,1.03,3.22,,2.0,-1,0.12,0.02,0.09,leftDefense,LD,8.7,7.6,0.32,10,107.5,0.0,4.0,3.5,24298138960136,14997,1741633204,win,away
21,goalie,0,TonyTBK,xbsx,299,1,0,5,501,1,20042,500,1,5,70.0,60.0,60.0,60,3600,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1.0,0.0,0,0,0,0,0.89,8,9,0,0,0,,0,,0,,8.0,88.89,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,8.1,1.7,,0,95.0,0.0,0.0,1.2,24298138960136,14997,1977738824,win,away
1,center,5,PureRippin,xbsx,154,0,0,5,500,0,4592,501,4,1,75.0,75.0,90.0,51,3067,0,0,0,2,86.67,13,6,1,0,2,4,17,12,70.59,1,0,0,-2,235,1,0,0,2,100.0,50.0,2,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,15,86.67,0,50.0,5,70.59,,,0,0,0,1.18,4.61,50.0,0.5,1,0.1,0.06,-0.02,center,C,6.0,3.9,0.26,1,120.0,0.04,5.2,2.4,24292846040060,20042,171449606,loss,home
15,defenseMen,1,elsileD,xbsx,8,0,1,5,500,0,4592,501,4,1,85.0,70.0,65.0,51,3067,0,0,0,0,0.0,0,5,1,0,1,7,20,15,75.0,0,0,1,-2,163,0,0,0,0,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,,5,75.0,,,0,0,0,1.18,3.2,,0.8,0,0.1,0.04,0.0,rightDefense,RD,7.6,5.0,0.37,6,110.0,0.0,3.7,3.0,24292846040060,20042,257817071,loss,home
1,rightWing,3,Dangs92,xbsx,42,1,0,5,500,0,4592,501,4,1,65.0,65.0,55.0,50,2972,0,0,0,0,0.0,0,6,0,0,9,6,26,17,65.38,0,2,0,-2,245,0,1,0,0,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,9,65.38,,,0,1,1,0.0,4.9,,0.67,-1,0.26,0.0,0.14,rightWing,RW,3.5,4.3,0.0,4,92.5,0.0,5.4,2.2,24292846040060,20042,320835709,loss,home
6,leftWing,4,Styx1x1787,xbsx,33,1,0,5,500,0,4592,501,4,1,45.0,65.0,65.0,51,3067,1,0,0,0,0.0,0,12,0,0,4,4,17,9,52.94,1,2,0,-2,180,0,0,0,3,100.0,0.0,3,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,0.0,8,52.94,,,0,1,1,1.18,3.53,0.0,0.17,0,0.12,0.05,-0.12,leftWing,LW,3.1,2.7,0.33,-6,87.5,0.06,4.5,1.6,24292846040060,20042,982111268,loss,home
15,defenseMen,2,Cavy l53l,xbsx,81,1,0,5,500,0,4592,501,4,1,70.0,75.0,70.0,51,3067,1,0,0,0,0.0,0,0,0,0,3,5,23,21,91.3,1,0,1,-2,179,0,0,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,,0,,2,91.3,,,0,0,0,1.18,3.51,,,1,0.1,0.02,0.1,leftDefense,LD,8.0,5.5,0.34,7,107.5,0.0,4.1,2.9,24292846040060,20042,1006227348646,loss,home
21,goalie,0,Herringthefish,xbsx,110,1,1,5,500,0,4592,501,4,1,70.0,40.0,55.0,51,3067,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1.0,1,1,0,4,4.71,0.0,0,0,0,0,0.56,5,9,0,0,0,,0,,0,,5.0,55.56,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,3.3,1.7,,0,82.5,0.0,0.0,1.2,24292846040060,20042,1007391538882,loss,home
2,rightWing,3,BigYanLocks-,ps5,299,1,0,5,501,1,20042,500,1,4,70.0,90.0,65.0,51,3067,2,0,0,0,0.0,0,8,1,0,4,3,18,10,55.56,0,0,1,2,149,0,0,0,2,100.0,50.0,2,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3,0,,0,50.0,8,55.56,,,0,0,0,3.53,2.92,50.0,0.0,0,0.08,0.1,-0.08,rightWing,RW,5.0,2.4,1.21,-5,112.5,0.04,3.8,2.4,24292846040060,4592,187931809,loss,away
15,defenseMen,1,ItssCJ-,ps5,49,1,0,5,501,1,20042,500,1,4,85.0,60.0,75.0,51,3067,0,0,0,0,0.0,0,10,0,0,4,4,13,10,76.92,1,0,0,2,169,0,0,0,0,0.0,0.0,0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,0,,3,76.92,,,0,0,0,0.0,3.31,,0.2,1,0.12,0.0,-0.08,rightDefense,RD,5.6,3.6,0.0,-4,110.0,0.0,3.5,1.0,24292846040060,4592,243998289,loss,away
21,goalie,0,xLeafs33,ps5,299,1,0,5,501,1,20042,500,1,4,75.0,55.0,55.0,51,3067,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,2,2.35,0.0,0,0,0,0,0.71,5,7,0,0,0,,0,,0,,5.0,71.43,0,0,0,0.0,0.0,,,0,0.0,0.0,0.0,goalie,G,5.5,1.7,,0,92.5,0.0,0.0,1.2,24292846040060,4592,344702912,loss,away
1,center,5,Nick5I4,ps5,101,1,0,5,501,1,20042,500,1,4,70.0,75.0,55.0,51,3067,1,0,0,13,13.33,2,11,1,0,5,2,16,9,56.25,0,0,0,2,134,0,1,0,2,100.0,50.0,2,2,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,15,13.33,0,50.0,7,56.25,,,0,0,0,2.35,2.63,50.0,0.18,0,0.14,0.08,-0.08,center,C,4.2,2.5,0.9,-7,100.0,0.04,3.4,1.8,24292846040060,4592,954246088,loss,away
6,leftWing,4,Prestaraa-,ps5,299,0,0,5,501,1,20042,500,1,4,65.0,85.0,65.0,49,2948,0,0,0,0,0.0,0,8,2,0,5,3,19,14,73.68,0,2,0,2,295,1,0,0,3,100.0,66.67,3,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,66.67,5,73.68,,,0,1,1,2.45,6.02,66.67,0.12,-1,0.12,0.11,-0.04,leftWing,LW,9.4,3.2,0.41,-4,107.5,0.06,6.5,2.2,24292846040060,4592,1004991743535,loss,away
15,defenseMen,2,xElfpha,xbsx,5,0,0,5,501,1,20042,500,1,4,85.0,75.0,30.0,49,2934,2,0,0,0,0.0,0,4,0,0,0,8,18,15,83.33,1,4,0,2,115,0,0,0,0,0.0,0.0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2,0,,0,,3,83.33,,,0,2,2,2.45,2.35,,1.0,-1,0.08,0.04,0.0,leftDefense,LD,8.4,5.8,1.04,8,95.0,0.0,2.8,3.8,24292846040060,4592,1005411055132,loss,away
15,defenseMen,1,Gronk x l87l,xbsx,7,0,0,5,500,0,45048,501,3,2,85.0,60.0,60.0,60,3600,0,1,0,0,0.0,0,2,0,0,0,8,18,15,83.33,0,0,0,-1,160,0,0,0,4,25.0,0.0,1,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,,3,0.0,3,83.33,,,0,0,0,0.0,2.67,0.0,1.5,0,0.07,0.01,0.03,rightDefense,RD,7.2,6.6,0.0,10,102.5,0.07,4.4,3.1,24238397160396,20042,273323046,loss,home
